weibo_time,weibo_like,anon_id,weibo_text_clean
2025/1/18,12,user117,新型慢脚文化，这是21世纪能做出来的事？？？
2025/1/20,71,user118,佐鸣最毫克直尺佐鸣超话 就说别看慢脚吧没文化的人一抓一大把（bg榜问佐鸣怎么没上榜况且视频打了佐鸣标签）
2025/1/20,12,user119,"张元英超话💭大半夜刷个视频给我气死 一场特别美的直拍 还要被恶意截图隐私部位 开h腔 脑子被💩灌多了是不只能在慢脚上面作威作福 自以为很权威行为之前完羊在酒店发的ins也同样被某些所谓对家毒唯粪拿去贴上同城🈷️抛等字眼 看得我真的是心梗我 展开,张元英超话💭大半夜刷个视频给我气死 一场特别美的直拍 还要被恶意截图隐私部位 开h腔 脑子被💩灌多了是不只能在慢脚上面作威作福 自以为很权威行为之前完羊在酒店发的ins也同样被某些所谓对家毒唯粪拿去贴上同城🈷️抛等字眼 看得我真的是心梗我觉得我是一个小圆甜唯 对撕逼事件一般都装看不见 但是每次在各种平台上看着对这个真诚小女孩无缘无故的恶意 h💊 造💊偷文化啥的真的很心疼 求世界对元英好一点吧 收起"
2025/1/20,0,user120,03月29日听了一个新词 慢脚文化 想了想 慢脚对面 快手
2025/1/21,0,user121,看完慢脚文化我觉得我也能说出成何体统
2025/1/21,3,user122,小🍠上是歌舞升平的，看到不少人感慨可以消除歧视偏见，那还好人家没去慢脚逼站还有咱们🧣啊，不然别说消除歧视了，估计直接销号跑路了。说到底还是因为他们接触最多的是有一定经济基础和社会地位的善良的女性、女性、女性！
2025/1/21,10,user123,我真觉得有些小孩被手机那些慢脚文化荼毒得很吓人
2025/1/22,0,user124,别跟风在网络上ed了妹子们 现实中喝完魔爪开胃下楼去惠民超市旁边的饭馆干了两锅冒菜 小小的老子玩雷的时候你们管我叫慢脚文化 现在一个个宝宝 宝宝的叫 装你妈呢
2025/1/22,0,user125,我求了别让慢脚文化侵入老炸生活好吗
2025/1/22,5,user126,这就是国色芳华在慢脚的排面！！！
2025/1/22,0,user127,慢脚文化实在太吓人了
2025/1/23,0,user128,我勒个老天爷 我以前在干嘛 慢脚文化吗
2025/1/24,3,user129,在dy刷到想要讽刺慢脚文化的视频，能不能不要再用真的小孩去拍了，感觉怪怪的
2025/1/25,14,user130,你知道“慢脚文化”正在毁掉我们的下一代吗？ 唯美句集的微博视频
2025/1/25,417,user131,前几天被朋友科普到了震碎三观的慢脚文化，什么“姨妈🩸拌面”“14岁生子”等等。第一反应就是这不就是楼丝能干出来的事么？尤其是wpp。
2025/1/25,0,user132,慢脚文化真的不可说
2025/1/26,8,user133,"03月29日读初三的外甥在家里玩，给我看他手机里的他姐姐毕业的时候一些照片，看到一张合照我惊叹“高中生穿这么潮”，我刻板印象停留在我读书时学生的穿搭，都偏古板没那么前卫。我外甥来了一句：这有什么，我们初中的女生比这还潮。然后他打开QQ给我看他们班有几个女生发的视频，我震惊了， 展开, 03月29日读初三的外甥在家里玩，给我看他手机里的他姐姐毕业的时候一些照片，看到一张合照我惊叹“高中生穿这么潮”，我刻板印象停留在我读书时学生的穿搭，都偏古板没那么前卫。我外甥来了一句：这有什么，我们初中的女生比这还潮。然后他打开QQ给我看他们班有几个女生发的视频，我震惊了，初中生拍的视频就是那种抖性感擦边的。然后，我外甥说这很正常啊，快手都专门有这么一个群体，还挺赚钱，让我去搜“慢脚文化”，了解后说实话有点震碎三观，时代发展太快，现在的小孩太早接触网络衍生出来的弊端。我以前一直觉得我跟我的晚辈没啥代沟，03月29日他给我看了他QQ里面同学的动态以及跟我讲“慢脚文化”，着实让我觉得年代不一样，真的代沟很深～ 收起"
2025/1/26,8,user134,祺我超话 劣质文和慢脚文化滚出这个超话
2025/1/26,3,user135,感觉wpp是小时候发高烧给自己脑子烧坏了
2025/1/26,213,user131,这个晦气的wpp一定要吸走所有晦气。
2025/1/26,,user136,"卧槽你们敢信吗？楼丝这群小学生为了造谣刘耀文说这个痘印是吻痕，现在到处在说“我和男人do过爱这肯定是草莓”🙉这就是“慢脚文化”的具象化体现了……, 路人朋友们再看到这么奇怪的tag，就知道刘耀文粉丝又在凭一己之力抵制饭圈的“慢脚文化”了。起因是cp粉（wpp）看到明眼人一眼看得出来的痘印，无厘头不顾后果地臆想式磕糖说“受方留下的🍓印”，楼丝顺着这个点有的造谣恋爱，有的造更恶劣的huang谣。楼丝 展开, 路人朋友们再看到这么奇怪的tag，就知道刘耀文粉丝又在凭一己之力抵制饭圈的“慢脚文化”了。起因是cp粉（wpp）看到明眼人一眼看得出来的痘印，无厘头不顾后果地臆想式磕糖说“受方留下的🍓印”，楼丝顺着这个点有的造谣恋爱，有的造更恶劣的huang谣。楼丝的臭名昭著各个圈都有所耳闻。只是没想到我担皮肤向来不错因为连轴转工作冒了一个痘，就遭受如此不可理解的无妄之灾，只能说监管部门针对时代峰峻粉丝抵制饭圈慢脚文化刻不容缓。 收起"
2025/1/26,1,user137,没糖硬磕，小心把牙磕坏了
2025/1/26,1,user137,wpp什么时候才能滚啊
2025/1/26,1,user138,懒得喷 心脏看什么都脏
2025/1/26,0,user139,碗盆批简直就是慢脚文化入侵小学生的最佳真实写照
2025/1/26,642,user140,心疼的立马去慢脚逛一圈再去ts开的嘿楼逛一圈最后去看一下23年齿轮⚙️铲国永远需要纯血毒唯
2025/1/27,0,user141,就是一群傻子
2025/1/27,0,user142,看到朋友圈里都在认真准备年夜饭菜单的时候，感慨自己还是停留在妈妈做什么吃什么的年纪。Yes！我是妈宝女，离开了妈妈活不下去的那种and 我可能就是慢脚文化的产物无所栾味
2025/1/28,52,user143,"我知道，你最喜欢伪装学渣了，逢年过节偷别人约的稿件拼成九宫格再在文案加一句朝俞99，一有点事就听风就是雨开始骂木瓜黄不作为，真正需要维权的时候不在，但可以在音符和慢脚因为第一章标题和谢俞到底有没有说“哥，我成年了”和别人争到昏天黑地，最后在超话发一句“都说先苦后甜，但是我们伪渣却苦 展开,我知道，你最喜欢伪装学渣了，逢年过节偷别人约的稿件拼成九宫格再在文案加一句朝俞99，一有点事就听风就是雨开始骂木瓜黄不作为，真正需要维权的时候不在，但可以在音符和慢脚因为第一章标题和谢俞到底有没有说“哥，我成年了”和别人争到昏天黑地，最后在超话发一句“都说先苦后甜，但是我们伪渣却苦了一年又一年”。 收起"
2025/1/29,22,user144,妈的我服了什么时候撕了我咋一点不知道呢？？？别把你们那破慢脚文化带wb知道吗你们天天就知道在ks我们现在就专注自家好好宣传国王但是你们现在在干嘛ks又在带什么节奏？大年初一我不想说你们但是你们到底在干嘛引导鱼丝？还是引站？
2025/1/30,4,user145,"来回复一下最近很多🍊问我的问题：🍊：鞠婧祎和虞书欣两家粉丝开撕了吗？是对家吗？淋雨：百分之一万不是哈 别天天待在慢脚了 慢脚文化风气差的要死哈 一堆bp也是装上大佬了在那里引战什么的 不用理 鞠婧祎和虞书欣关系不错（鞠婧祎发虞书欣永夜星河 虞书欣手机壁纸是鞠婧祎等）橘子和石榴关系也 展开,来回复一下最近很多🍊问我的问题：🍊：鞠婧祎和虞书欣两家粉丝开撕了吗？是对家吗？淋雨：百分之一万不是哈 别天天待在慢脚了 慢脚文化风气差的要死哈 一堆bp也是装上大佬了在那里引战什么的 不用理 鞠婧祎和虞书欣关系不错（鞠婧祎发虞书欣永夜星河 虞书欣手机壁纸是鞠婧祎等）橘子和石榴关系也很好 所以根本没有开撕 收起"
2025/2/1,3,user146,描绘了一下忘了在哪看到的现代pa 大概是中专辍学喜欢发腹肌照配网抑云文案的不良精神小伙➕天天在下沉市场更恋爱日记的好学生娇7的慢脚情侣组合 太土了味有点冲对不起，
2025/2/2,0,user147,比起没有意识到慢脚文化毒害，更可怕的是一边清醒地知道慢脚文化毒害，一边清醒地刷着短视频过年几天天天都在刷短视频熬夜刷短视频。
2025/2/2,0,user148,虽然已对这一双文化有限品味低俗气质慢脚袜侣的low度了然于胸，但看他们抄抄捡捡别人的发言还敢死皮不要脸的给自己挂上热搜自吹自擂我是真有点替驴儿盖儿脸红了，当久了狗不太习惯当人吧
2025/2/2,1,user149,希望哪吒之魔童闹海超话 这部电影中的热血友情不要再被恶搞成爱情剧，这和爱情没有一点关系，里面最浓烈的感情是亲情和友情，这样故事情节的意义就变了，也会变成慢脚文化影响小孩子的三观。
2025/2/3,0,user150,慢脚文化延伸到微博了吗 好可怕的你们
2025/2/5,1,user151,慢脚文化真的没人管吗？注册账号看了一下，二十分钟后落荒而逃，连夜注销。 暴力、色情、擦边、早孕、年少恋、性暗示、抓马的剧情、畸形的价值观，像是大型的浏览器跳动页面，有博主评价说是小暗网，我觉得也不过分。没点防沉迷能力真的会溺死在里边。
2025/2/5,0,user152,"真的很好奇总是一昧抨击软件好坏的人到底是什么成分，我在各种软件都有学到过东西，诸如dy，我看到了一些苦难的人的发声（比如被家暴，比如原生家庭的苦难，比如结婚之后日子过得多惨……）看完这些真正发生在普通人身上的事情后，我真的有去深思并引以为戒，就是刷多了这些才把我恋爱脑的毛病彻底改掉 展开,真的很好奇总是一昧抨击软件好坏的人到底是什么成分，我在各种软件都有学到过东西，诸如dy，我看到了一些苦难的人的发声（比如被家暴，比如原生家庭的苦难，比如结婚之后日子过得多惨……）看完这些真正发生在普通人身上的事情后，我真的有去深思并引以为戒，就是刷多了这些才把我恋爱脑的毛病彻底改掉，我很感谢dy，感谢女性勇于以发视频的形式发声。小🍠，我最偏爱的软件，我在上边我学到很多东西，比百度好用，主要是偏爱总能时不时碰上一些大佬为你解答疑惑，并看到一些你想了解的某些事情的真实的一面，我在这里受到的大女人的鼓励并不少，在这里感谢女性。还有人说慢脚，其实我没刷到那些初中生或者小学生的那些什么视频，至少大数据没推给我过，只有自己专门刻意去搜索才有真正看到了什么才让我不会随波逐流，我也不会一昧去批判什么，我认为这个在于人怎么使用，大数据需要驯化，就像人工智能AI，我就把我的所有软件的大数据驯化挺好的，我是真有在学到什么，诸如人文知识、医学知识、蕴含哲理的精神文化等，对此我很感激，也感激自己的理性看待一切事物 收起"
2025/2/5,0,user153,妈的一上快手全他妈是撕逼 慢脚文化是这样的
2025/2/5,6,user154,"沈腾超话 不是这么离谱的谣言也有人信，还有什么叫越离谱越真，那意思当年fcc和玲的也是真的了？假的就是假的，带节奏的都给我滚。现在越来越看不懂了ks手自己的慢脚文化，dy有它的谣言文化呗。现在造谣的成本也太低了吧，就凭一张嘴就在这随便瞎说啊，下面还有一堆附和的，现在这世道就是辟谣也不 展开,沈腾超话 不是这么离谱的谣言也有人信，还有什么叫越离谱越真，那意思当年fcc和玲的也是真的了？假的就是假的，带节奏的都给我滚。现在越来越看不懂了ks手自己的慢脚文化，dy有它的谣言文化呗。现在造谣的成本也太低了吧，就凭一张嘴就在这随便瞎说啊，下面还有一堆附和的，现在这世道就是辟谣也不让了吗？ 收起"
2025/2/6,2,user155,慢脚文化越来越可怕了你安利就好好安利非要带上不明女士怎么着太闲了啊非要让人家大粉工作量增加啊非要让人知道你那个时候粉上的很了不起你们是这个让人看笑话（迷惑行为远离我家徐坤）
2025/2/6,0,user156,开吃完，和高一小朋友一起下午茶，真心学习到了这些接近10后的年轻思想，知道了好多我没听过的名词，和他们流行的东西，慢脚文化我是真的第一次听说。
2025/2/7,171,user157,我说呢，最近这么多人一会儿说小露忘本，一会儿私信骂我忘本，刚才上慢脚看了一会儿，原来是慢脚文化正火的一个梗，咱下次能别看到个梗就搬出来丢人吗
2025/2/7,0,user158,爱看这种私联上瘾的low货的归宿是慢脚 给同城男的送俩大飞机他也能舔着脸来找你 “不要不开心了就不给我送礼了”和“不要因为不开心就不写我的晃文了”是同一个意思
2025/2/7,35,user159,"前一阵，知道了一个新词：慢脚文化。我花了一些时间了解了一下，感觉就是当年的那些留守儿童，短视频推送，圈层等等因素综合起来，形成的一种新一代人的亚文化。身在其中的娃，真的都挺危险的。微博正文我身边有朋友担心自己孩子也会受其影响。应该说，到我们孩子这一代，孩子之间的 展开,前一阵，知道了一个新词：慢脚文化。我花了一些时间了解了一下，感觉就是当年的那些留守儿童，短视频推送，圈层等等因素综合起来，形成的一种新一代人的亚文化。身在其中的娃，真的都挺危险的。微博正文我身边有朋友担心自己孩子也会受其影响。应该说，到我们孩子这一代，孩子之间的差距极其大，各个群体之间有着非常复杂的细分。孩子有被父母认真关注，不是长期被手机“安抚”大的孩子，一般很难去到这个圈子。要知道，孩子到青春期都会形成亚文化圈子（其中大多数都会被父母觉得幼稚，无聊，不体面，不成熟。就像我们在这个年龄段经历过的一样），但这代人，他们的圈子复杂得多了。互联网的各种推送机制，会让同类能够更好的集中，并且向着非常极致的方向发展。所以，好的会更好，糟的也会更糟。而要避免风险，很重要也很基础的还是：多花点时间陪陪孩子。让孩子更多地与人相处，而不是随机推送的各种信息。另外，给孩子一个积极的生活榜样，而不是自己也沉迷手机上的低阶信息和娱乐。与其焦虑孩子“学坏”，不如带着着他过好一天天的生活。 收起"
2025/2/8,0,user160,崩如溃，怎么我的傻抖给我干慢脚文化那去了，真是开了眼了，光看截图已经生理不适了，成何体统这种话也是从我嘴里说出来了🤮
2025/2/8,35,user159,"前一阵，知道了一个新词：慢脚文化。我花了一些时间了解了一下，感觉就是当年的那些留守儿童，短视频推送，圈层等等因素综合起来，形成的一种新一代人的亚文化。身在其中的娃，真的都挺危险的。微博正文我身边有朋友担心自己孩子也会受其影响。应该说，到我们孩子这一代，孩子之间的 展开,前一阵，知道了一个新词：慢脚文化。我花了一些时间了解了一下，感觉就是当年的那些留守儿童，短视频推送，圈层等等因素综合起来，形成的一种新一代人的亚文化。身在其中的娃，真的都挺危险的。微博正文我身边有朋友担心自己孩子也会受其影响。应该说，到我们孩子这一代，孩子之间的差距极其大，各个群体之间有着非常复杂的细分。孩子有被父母认真关注，不是长期被手机“安抚”大的孩子，一般很难去到这个圈子。要知道，孩子到青春期都会形成亚文化圈子（其中大多数都会被父母觉得幼稚，无聊，不体面，不成熟。就像我们在这个年龄段经历过的一样），但这代人，他们的圈子复杂得多了。互联网的各种推送机制，会让同类能够更好的集中，并且向着非常极致的方向发展。所以，好的会更好，糟的也会更糟。而要避免风险，很重要也很基础的还是：多花点时间陪陪孩子。让孩子更多地与人相处，而不是随机推送的各种信息。另外，给孩子一个积极的生活榜样，而不是自己也沉迷手机上的低阶信息和娱乐。与其焦虑孩子“学坏”，不如带着着他过好一天天的生活。 收起"
2025/2/8,39,user161,能不能不要把慢脚文化带到饭圈来
2025/2/9,19,user162,"【3689】tg 极圈是被诅咒了吗？怎么会有人为了舔而生！舔红姐，刚整顿了一下，还没整顿好。我以为是慢脚年龄小没管。怎么转头dy的私生都舔上去了？人家都坐到张极旁边去了你们还在那宝宝好美 宝宝好萌 宝宝好漂亮。你们这些爱舔的去找大师算一下是不是碰到什么脏东西了 实在不行不要批极丝的皮，太丢人 展开,【3689】tg 极圈是被诅咒了吗？怎么会有人为了舔而生！舔红姐，刚整顿了一下，还没整顿好。我以为是慢脚年龄小没管。怎么转头dy的私生都舔上去了？人家都坐到张极旁边去了你们还在那宝宝好美 宝宝好萌 宝宝好漂亮。你们这些爱舔的去找大师算一下是不是碰到什么脏东西了 实在不行不要批极丝的皮，太丢人了 收起"
2025/2/9,39,user161,能不能不要把慢脚文化带到饭圈来
2025/2/9,402,user163,妈耶 这不慢脚上面常见的精神入吗🤣🤣🤣
2025/2/10,2,user164,刷到了一则关于慢脚文化的视频……受到了极大的震惊😨这种毒害未成年人三观的平台怎么还没摧毁啊，口口声声清朗，结果呢？
2025/2/10,0,user165,救大命刷到慢脚文化，别把我吓死
2025/2/10,0,user166,刷到了慢脚文化的视频，怎么说呢，我以为我接触到的案例已经够吓人了，视频中的行为举止更吓人，，这种“文化”怎么才能消失…
2025/2/11,402,user163,妈耶 这不慢脚上面常见的精神入吗🤣🤣🤣
2025/2/11,166,user162,【3717】tg:慢脚那个皓妹好妹怎么什么cp都磕 啥棍铲 极皓 顺铲 宝铲 左新房 润铲全发作品。是在蹭热度吗 你粉苏新皓就专心 你磕cp也专一点呗 是在自己拆自己的cp吗？。不理解不尊重
2025/2/11,14,user167,呃呃呃这是什么慢脚文化，是在拍硬史风吗
2025/2/11,0,user168,慢脚文化，网络鸦片
2025/2/11,2,user169,抖音上有一堆博主拍混的人一天生活 我真的觉得价值观有点不好 尤其有一个06年的还04年的生娃的女孩 一下起号成功了还…我就想 抖音也要像慢脚文化进学习了吗
2025/2/11,1,user170,一直觉得拿表情代字日人很吓人，慢脚风满满，结果发现光打字是一条也发不出去
2025/2/13,0,user171,五六代女团粉和慢脚文化差不多🌚
2025/2/13,0,user172,什么时候我才能搞明白慢脚文化
2025/2/13,0,user173,慢脚文化入侵三地鼠宇宙
2025/2/13,0,user174,擦边？低俗？慢脚文化，不止在荼毒青少年 擦边？低俗？慢脚文化，不止在荼毒青少年
2025/2/13,0,user175,这啥。。。慢脚文化❓
2025/2/13,0,user176,最近老刷到慢脚文化，我妹已经被慢脚侵袭了一点了……我每次都直接ks私信她，因为ks她回的快。她甚至给网络主播刷钱……我倒是看过她看的那些直播，真的是那种nc剧情尬演，但是我两个妹妹看的津津有味
2025/2/14,5,user177,"不儿 dy刷到那些10后小孩儿被慢脚文化入侵真的觉得恐怖我也是小学一年级五六岁左右有手机的，现在看那个年纪也确实什么都不懂，大潮流拍什么跟着拍什么，也庆幸那时候即便有美拍小咖秀那样大火的社交媒体软件，但至少内容推广的都是正常人看的，最多是那些为了做粘土做史莱姆学习不好读中专的女 展开,不儿 dy刷到那些10后小孩儿被慢脚文化入侵真的觉得恐怖我也是小学一年级五六岁左右有手机的，现在看那个年纪也确实什么都不懂，大潮流拍什么跟着拍什么，也庆幸那时候即便有美拍小咖秀那样大火的社交媒体软件，但至少内容推广的都是正常人看的，最多是那些为了做粘土做史莱姆学习不好读中专的女孩儿或者整个炫富视频说话浮夸了点的看到现在那样穿着乱七八糟衣服擦边的10后简直太吓人了那时候明明也有色情低俗啊 现在还是网络发达了 坏人也多了 恐怖 还好我长大了 收起"
2025/2/14,0,user178,00后是死都不生，慢脚文化里的10后是死都要生是吧我真的求求你们家长了，生了孩子就请负责好吗这到底是什么扭曲的价值观
2025/2/14,3,user179,什么叫慢脚文化？ 圣叹财经的微博视频
2025/2/14,0,user180,天天刷到一堆吐槽慢脚文化的视频重合率95%以上 台词剧情一模一样我说你们有意思吗 歇歇吧
2025/2/14,0,user181,03月29日才了解到一个新词，慢脚文化，好炸裂
2025/2/15,0,user182,好可怕的慢脚文化
2025/2/15,2,user183,刷到了慢脚文化，我现在就去下个慢脚🦶看看
2025/2/15,0,user184,猪毛这种被慢脚文化荼毒的小学生 家长每天扇两个巴掌没收手机就能调理好了
2025/2/15,1,user185,尼玛啥慢脚文化 真是流行一个词就瞎用 都说穿衣自由了就别瞎bb了路过来咔网页链接 感谢感谢！！
2025/2/15,10,user186,诡密给我讲原著：战争与和平永恒之心jack&rose汉化版 梁祝现代版打开电视剧：深受慢脚文化熏陶在锁骨上纹身在手掌上刻字的精神小妹伙
2025/2/16,2,user187,"这几天见了很多小孩 也刷到很多关于慢脚文化的视频 教育环境和成长环境真的需要家长重视 想起自己在最敏感的初中时期 那时候165的身高 九十斤的体重 被班里一群瘦的和竹竿一样只有一米五几 七八十斤的女混混 嘲笑肥胖 一天到晚盯着我的腿看 然后指着我的腿大笑说好粗好肥 被校园暴力 网络暴力 我甚至 展开,这几天见了很多小孩 也刷到很多关于慢脚文化的视频 教育环境和成长环境真的需要家长重视 想起自己在最敏感的初中时期 那时候165的身高 九十斤的体重 被班里一群瘦的和竹竿一样只有一米五几 七八十斤的女混混 嘲笑肥胖 一天到晚盯着我的腿看 然后指着我的腿大笑说好粗好肥 被校园暴力 网络暴力 我甚至觉得他们说的是对的 沉浸在自卑和自闭里无法学习现在我体重一百二 我觉得我身材好的不得了 收起"
2025/2/16,25,user188,"我好像每天都在干着急 在学校的时候做不了数据干着急 在家的时候催数据干着急 总是在想着我们明明占了这么大优势可为什么粉圈还是这么死寂？ 慢脚音符的不肯做数据 不肯氪金 有一些只知道每天签个到 帖也不发两个 官博也不评论两句 每次需要的时候总是没有人 每次都说不能要下家赶上来不能让下家赶上来 展开,我好像每天都在干着急 在学校的时候做不了数据干着急 在家的时候催数据干着急 总是在想着我们明明占了这么大优势可为什么粉圈还是这么死寂？ 慢脚音符的不肯做数据 不肯氪金 有一些只知道每天签个到 帖也不发两个 官博也不评论两句 每次需要的时候总是没有人 每次都说不能要下家赶上来不能让下家赶上来 那你倒是冲啊 智圈需要你们啊 慢脚音符有流量你就安利啊 有时间多去微博了解一下好不好？智圈需要你们 真的很需要 非常非常需要 如果你们真的有时间的话那就来微博做数据好吗 我不是想伤你们的心 我也只是想让我们强大起来 变得不再是那个谁都能踩两脚的粉圈 智恩涵很有实力很有颜值 我真的不想让一个真正努力的小孩的梦想因为粉圈不活跃而被泯灭 明明智恩涵出圈的时候很多 可是就是因为没有做到充分的安利 所以了解的人少之又少 我们真的应该行动起来了 做数据吧好吗 多和超话里的人互动好吗 多去小智微博zzp好吗 官组的置顶有所有的教程 你们去看看好吗 去动手做做好吗 我们不是吹吹就能当top的 我们要努力 我们要一步一步制定目标 一步一步把自己培养成数据批 要让智恩涵粉圈强大起来 让智恩涵被公司重视起来 让智恩涵的流量可观起来 你们一定会做到的对吗 纸飞机们你们是最棒的 行动起来好吗 收起"
2025/2/16,28,user189,国抖赛道还是太挤了，建议投慢脚，抽象的容易🔥，也符合土黄气质
2025/2/17,1,user190,这世界到底怎么了啊啊啊啊啊 慢脚文化退退退
2025/2/17,2,user191,慢脚文化滚啊
2025/2/17,1,user192,"感觉我表妹被慢脚文化给害了，她每天开口就是一些网上的烂梗，说话特别没有分寸，成绩也不好。现在初一，除了语文和政治，每门科都不及格。也不是说要用一个人的学习成绩来评定一个人，但她这也太离谱了。每天都在玩手机，虽然说现在大家都离不开手机，但她现在连走路和吃饭都一直在玩手机，有时候真怕 展开,感觉我表妹被慢脚文化给害了，她每天开口就是一些网上的烂梗，说话特别没有分寸，成绩也不好。现在初一，除了语文和政治，每门科都不及格。也不是说要用一个人的学习成绩来评定一个人，但她这也太离谱了。每天都在玩手机，虽然说现在大家都离不开手机，但她现在连走路和吃饭都一直在玩手机，有时候真怕她过斑马线没注意行驶的车辆。谈恋爱了，她对象是一个小黄毛，视频里面长得非常稚嫩，但嘴里却叼着一根烟。我曾经那么可爱的妹妹怎么就变成这样了 收起"
2025/2/17,1,user193,慢脚文化太恶心了
2025/2/17,0,user194,昨天刚刚知道什么是“慢脚”文化……
2025/2/17,1174,user195,是所谓的慢脚文化吗？前段时间家长们都在讨论这个事情。我女儿四年级，回来经常跟我说班上的同学会说很难听的让人听不懂的话。真的，某手平台真的不用多审核审核吗？ 弋起xiao熙熙的微博视频
2025/2/17,1,user196,抵制慢脚文化现在的小孩子应该多出去玩玩 现在的网络风气会害了他们太吓人了家乡好好管管吧
2025/2/17,1,user197,上次搜了所谓的慢脚文化！真的震碎三观！
2025/2/17,0,user198,我觉得现在小孩根本心智都太逆天了 有一半原因是父母的不作为 那些说孩子经常玩手机的家长在孩子成长过程也是给孩子敷衍了事的 慢脚文化太可怕了
2025/2/17,2,user199,？又是啥慢脚文化
2025/2/17,3,user200,互联网发达的弊端这不就显现出来了 慢脚文化真的带坏了很多wcn 真应该想个办法控制一下了
2025/2/17,0,user201,慢脚文化🌚🌚
2025/2/17,2,user202,？能不能整治一下慢脚文化啊？
2025/2/17,15,user203,整治一下这种慢脚文化吧 把小朋友都搞成什么样子了 看的我真害怕
2025/2/17,0,user204,支持网络空间清朗行动整顿“慢脚文化”，一系列网络恶俗用语与风气严重荼毒青少年心理健康。尤其是青少年正处于对外界形成初步认知，通过外界塑造正确的价值观念的时候，因平台监管者的不作为，大量青少年的身心健康都已经被严重荼毒了。
2025/2/17,89,user205,“慢脚文化”，影响了未成年的价值观，导致他们模仿错误行为。家长应警惕孩子通过手机接触不良信息，引导他们树立正确价值观 心願逢冬的微博视频
2025/2/17,4,user206,不敢看啊 慢脚文化别带坏小孩了
2025/2/17,0,user207,慢脚文化到底是啥啊
2025/2/17,0,user208,慢脚文化能别带坏小孩吗
2025/2/17,1,user209,好好教育教育吧慢脚文化太可怕了
2025/2/17,1,user210,保护未成年，严惩始作俑者和相关平台！
2025/2/17,1,user211,现在小朋友之间流行所谓的“慢脚文化”
2025/2/17,21,user212,"【】 主播手持写着祝福语、表白语的牌子，在镜头前拍照或录制短视频，这类短视频曾一度在网上走红。据南方周末报道，“举牌”这一原本充满创意的互动形式逐渐变质，延伸出一些擦边色情的灰色交易，更让人触目惊心的是，拍摄此类视频的主播中， 展开,【】 主播手持写着祝福语、表白语的牌子，在镜头前拍照或录制短视频，这类短视频曾一度在网上走红。据南方周末报道，“举牌”这一原本充满创意的互动形式逐渐变质，延伸出一些擦边色情的灰色交易，更让人触目惊心的是，拍摄此类视频的主播中，有不少未成年人：只需花费3-20元不等，就可以指定一名未成年人，在身体的隐私部位写上买主定制的名字或内容。若再加价10-30元，可以获得更多“个性化服务”。不少身处“举牌圈”的未成年人认为，自己“举牌”既无任何实际损失，又能赚点零花钱，何乐而不为。然而，未成年人没有意识到，围绕着“举牌”视频的，有心理阴暗扭曲的看客，有涉足泥潭更深的同龄人，有居心叵测的不良商家，有永远无法抹去的网络记忆。令人遗憾的是，初涉“举牌圈”的孩子总是只看到“牌子的正面”，看到屏幕前轻而易举爆出的“金币”，却不知还要接受骚扰、诈骗、心理创伤等伤害，接受“黑历史”如影随形。一名14岁就入圈的博主称，那些骚扰语言就像刀片一样，一片一片飞过来，一度整夜整夜地失眠，即使勉强入睡，也会被噩梦惊醒。放眼互联网，未成年人色情擦边的内容还有不少。有孩子小小年纪穿“奶辣风”、化浓妆，突出所谓的反差感，对着镜头挤眉弄眼；有的被引诱成为“福利姬”，将自己的大尺度照片、视频打包卖给各路网友；有的用试卷改做露脐装、宣扬全网年龄最小宝妈，把“慢脚文化”当成流行文化……未成年人的网络环境不该如此乌烟瘴气，未成年人更不应该成为低俗文化的主角。2024年10月，中央网信办通报“清朗·2024年暑期未成年人网络环境整治”专项行动典型处置案例，其中明确提到“一些不法分子在短视频平台借‘举牌’拍摄、贩卖淫秽色情制品”。未成年人擦边“举牌”利益链条上，利欲熏心的卖方，组织“举牌”表演的商家，猥琐的买方都涉嫌违法。关涉未成年人的事儿，不能坐等举报，相关部门应主动作为亮红牌，对“浮出水面”的违法行为，深挖猛打，以儆效尤。保护未成年人的权益，平台更不能只是说说而已，把好审核关、守好自家门，第一时间关停处置，不法分子就不至于如此嚣张。未成年人“举牌”，想要邀约的是什么？是屏幕外的关注，还是身边人的关心，是对自我的承认，还是对温暖环境的渴求？未成年人涉世未深，心智犹如一张白纸，打击非法“举牌”之外，需要家长、学校、社会各界共同努力，一起画最新最美的图画。（北京日报实习记者 李霞 视频来源：荔枝新闻） 北京日报的微博视频 收起"
2025/2/17,89,user205,“慢脚文化”，影响了未成年的价值观，导致他们模仿错误行为。家长应警惕孩子通过手机接触不良信息，引导他们树立正确价值观 心願逢冬的微博视频
2025/2/17,0,user213,《未成年拍举牌视频擦边，老少恋还炫耀，“慢脚文化”荼毒了多少人》未成年拍举牌视频擦边，老少恋还炫耀，“慢脚文化”荼毒了多少人网页链接
2025/2/17,1174,user195,是所谓的慢脚文化吗？前段时间家长们都在讨论这个事情。我女儿四年级，回来经常跟我说班上的同学会说很难听的让人听不懂的话。真的，某手平台真的不用多审核审核吗？ 弋起xiao熙熙的微博视频
2025/2/18,0,user214,慢脚文化真吓人。。
2025/2/18,147,user215,内容真是出乎意料，让人感叹时代的变化。年轻一代的成长速度令人惊讶，每一个细节都像是真实生活的再现。内容过于真实 一人分饰多角这种现象在新一代中尤为突出，展现了他们非凡的才华和创造力。真实还原 慢脚文化 幽默研习社的微博视频
