submit_time,duration,source,source_detail,age_group,gender,daily_usage,know_manjiao,know_channel,watch_content,content_type,attitude,notice_teen,teen_age,teen_usage,teen_share,teen_prefer,teen_imitate_general,teen_mood,teen_escape,teen_social_less,teen_online_interact,teen_manjiao_exp,teen_imitate,guardian_restrict,impact_judge,regulation_suff,support_regulation,algo_exposure,impact_text,suggest_text,duration_sec,know_channel_A,know_channel_B,know_channel_C,know_channel_D,content_type_A,content_type_B,content_type_C,content_type_D,teen_prefer_A,teen_prefer_B,teen_prefer_C,teen_prefer_D,teen_prefer_E,age_group_code,gender_code,daily_usage_code,know_manjiao_code,watch_content_code,attitude_code,notice_teen_code,teen_usage_code,teen_share_code,teen_imitate_general_code,teen_mood_code,teen_escape_code,teen_social_less_code,teen_online_interact_code,teen_manjiao_exp_code,teen_imitate_code,guardian_restrict_code,impact_judge_code,regulation_suff_code,support_regulation_code,algo_exposure_code,teen_mood_score,teen_escape_score,teen_social_less_score,teen_online_interact_score,teen_manjiao_exp_score,teen_imitate_score,teen_imitate_general_score,risk_score,imitate_increment
2025/3/12 18:48:53,115秒,微信,,D. 18岁以上  ,B. 女,D. 4小时以上,C. 听说过但不了解,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,D. 不太喜欢,A. 是,10岁以下,B. 1-2小时,C. 很少,A. 搞笑类,B. 偶尔模仿,C. 不确定,B. 否,A. 是,A. 是,C. 不确定,B. 偶尔模仿,B. 否,C. 既有积极也有消极影响,C. 不够,A. 非常支持,A. 是,造成不好的价值观,平台加强管理,115,1,1,0,0,0,1,0,0,1,0,0,0,0,D,B,D,C,B,D,A,B,C,B,C,B,A,A,C,B,B,C,C,A,A,0.5,0.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,3.6666666666666665,0
2025/3/12 18:55:41,194秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,D. 完全不了解,B. 朋友或同学,B. 偶尔观看,A. 慢节奏生活（如手工、园艺等）┋B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,D. 不太喜欢,A. 是,15-18岁,B. 1-2小时,B. 偶尔,E.其他〖cosplay〗,B. 偶尔模仿,B. 否,B. 否,B. 否,B. 否,B. 否,B. 偶尔模仿,C. 不确定,C. 既有积极也有消极影响,C. 不够,A. 非常支持,A. 是,不积极向上,难,194,0,1,0,0,1,1,0,0,0,0,0,0,1,D,B,A,D,B,D,A,B,B,B,B,B,B,B,B,B,C,C,C,A,A,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
2025/3/12 18:55:41,159秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,D. 不太喜欢,A. 是,13-15岁,C. 2-3小时,B. 偶尔,E.其他〖游戏类〗,B. 偶尔模仿,C. 不确定,B. 否,A. 是,C. 不确定,C. 不确定,B. 偶尔模仿,A. 是,B. 消极影响更多,C. 不够,A. 非常支持,A. 是,难以形成正确三观,加强监管,159,1,1,0,0,0,1,1,0,0,0,0,0,1,D,B,A,B,B,D,A,C,B,B,C,B,A,C,C,B,A,B,C,A,A,0.5,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,3.1666666666666665,0
2025/3/12 18:57:14,158秒,微信,,D. 18岁以上  ,B. 女,D. 4小时以上,C. 听说过但不了解,A. 快手等短视频平台,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,10-13岁,D. 3小时以上,B. 偶尔,E.其他〖游戏类〗,A. 经常模仿,A. 是（如易怒、焦虑、抑郁）,A. 是,A. 是,A. 是,B. 否,B. 偶尔模仿,A. 是,B. 消极影响更多,C. 不够,A. 非常支持,A. 是,价值观,加强监管,158,1,0,0,0,0,1,1,0,0,0,0,0,1,D,B,D,C,C,E,A,D,B,A,A,A,A,A,B,B,A,B,C,A,A,,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,3.6666666666666665,0
2025/3/12 18:58:28,114秒,微信,,D. 18岁以上  ,A. 男,C. 2-4小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学┋C. 新闻报道,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,10-13岁,D. 3小时以上,B. 偶尔,A. 搞笑类,B. 偶尔模仿,C. 不确定,C. 不确定,A. 是,C. 不确定,A. 是,C. 很少模仿,B. 否,C. 既有积极也有消极影响,C. 不够,B. 比较支持,A. 是,(空),(空),114,1,1,1,0,0,1,1,0,1,0,0,0,0,D,A,C,B,B,E,A,D,B,B,C,C,A,C,A,C,B,C,C,B,A,0.5,0.5,1.0,0.5,1.0,0.3333333333333333,0.6666666666666666,3.8333333333333335,0
2025/3/12 19:00:36,113秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,D. 完全不了解,D. 其他（请注明）,C. 从未观看,D.其他,C. 中立,A. 是,13-15岁,C. 2-3小时,C. 很少,E.其他,A. 经常模仿,C. 不确定,C. 不确定,C. 不确定,C. 不确定,C. 不确定,A. 经常模仿,C. 不确定,C. 既有积极也有消极影响,C. 不够,A. 非常支持,C. 不确定,(空),(空),113,0,0,0,1,0,0,0,1,0,0,0,0,1,D,B,A,D,C,C,A,C,C,A,C,C,C,C,C,A,C,C,C,A,C,0.5,0.5,0.5,0.5,0.5,1.0,1.0,3.5,0
2025/3/12 19:01:39,89秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,D. 完全不了解,B. 朋友或同学,B. 偶尔观看,A. 慢节奏生活（如手工、园艺等）,E. 非常反感,A. 是,13-15岁,B. 1-2小时,B. 偶尔,B. 低俗类,A. 经常模仿,A. 是（如易怒、焦虑、抑郁）,A. 是,A. 是,A. 是,A. 是,A. 经常模仿,A. 是,B. 消极影响更多,A. 非常足够,A. 非常支持,A. 是,(空),(空),89,0,1,0,0,1,0,0,0,0,1,0,0,0,D,B,A,D,B,E,A,B,B,A,A,A,A,A,A,A,A,B,A,A,A,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0
2025/3/12 19:02:34,108秒,微信,,D. 18岁以上  ,A. 男,A. 少于1小时,B. 了解一些,C. 新闻报道,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,C. 不够,A. 非常支持,A. 是,影响身心健康,减少相关话题出现,108,0,0,1,0,0,1,1,0,0,0,0,0,0,D,A,A,B,C,E,B,,,,,,,,,,,B,C,A,A,,,,,,,,0.0,0
2025/3/12 19:03:00,156秒,微信,,C. 16-18岁  ,B. 女,B. 1-2小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,E. 非常反感,A. 是,10-13岁,B. 1-2小时,A. 经常,A. 搞笑类,A. 经常模仿,C. 不确定,B. 否,A. 是,B. 否,A. 是,B. 偶尔模仿,C. 不确定,B. 消极影响更多,D. 完全不够,A. 非常支持,A. 是,价值观上的扭曲，例如未成年🔞怀孕，夸张的妆容,加强监管，激进一点,156,1,1,0,0,0,1,0,0,1,0,0,0,0,C,B,B,B,B,E,A,B,A,A,C,B,A,B,A,B,C,B,D,A,A,0.5,0.0,1.0,0.0,1.0,0.6666666666666666,1.0,3.1666666666666665,0
2025/3/12 19:03:35,138秒,微信,,C. 16-18岁  ,B. 女,B. 1-2小时,B. 了解一些,C. 新闻报道,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,15-18岁,C. 2-3小时,B. 偶尔,D. 生活类,C. 很少模仿,B. 否,B. 否,B. 否,B. 否,B. 否,D. 从不模仿,B. 否,B. 消极影响更多,C. 不够,A. 非常支持,A. 是,影响价值观,网络监管,138,0,0,1,0,0,1,1,0,0,0,0,1,0,C,B,B,B,C,E,A,C,B,C,B,B,B,B,B,D,B,B,C,A,A,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0
2025/3/12 19:04:49,106秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,B. 了解一些,A. 快手等短视频平台,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,D. 不太喜欢,A. 是,10-13岁,D. 3小时以上,B. 偶尔,A. 搞笑类,B. 偶尔模仿,A. 是（如易怒、焦虑、抑郁）,A. 是,A. 是,A. 是,C. 不确定,B. 偶尔模仿,A. 是,B. 消极影响更多,C. 不够,A. 非常支持,C. 不确定,(空),(空),106,1,0,0,0,0,1,0,0,1,0,0,0,0,D,B,A,B,B,D,A,D,B,B,A,A,A,A,C,B,A,B,C,A,C,,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,4.166666666666667,0
2025/3/12 19:07:02,67秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,B. 了解一些,A. 快手等短视频平台,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,D. 完全不够,A. 非常支持,B. 否,(空),(空),67,1,0,0,0,0,1,0,0,0,0,0,0,0,D,B,A,B,C,E,B,,,,,,,,,,,B,D,A,B,,,,,,,,0.0,0
2025/3/12 19:20:57,114秒,微信,,D. 18岁以上  ,B. 女,C. 2-4小时,A. 非常了解,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,15-18岁,C. 2-3小时,A. 经常,C. 正能量类,B. 偶尔模仿,B. 否,B. 否,B. 否,B. 否,B. 否,D. 从不模仿,B. 否,B. 消极影响更多,D. 完全不够,A. 非常支持,C. 不确定,很多人跟风拍低俗擦边视频 影响青少年身心健康,暂无,114,1,1,0,0,0,1,1,0,0,0,1,0,0,D,B,C,A,B,E,A,C,A,B,B,B,B,B,B,D,B,B,D,A,C,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0
2025/3/12 19:25:47,169秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,B. 了解一些,B. 朋友或同学┋D. 其他（请注明）〖公众号〗,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,10-13岁,B. 1-2小时,B. 偶尔,E.其他,A. 经常模仿,A. 是（如易怒、焦虑、抑郁）,C. 不确定,A. 是,C. 不确定,A. 是,B. 偶尔模仿,A. 是,B. 消极影响更多,C. 不够,A. 非常支持,A. 是,影响青少年身心健康发展，扭曲青少年的三观,(空),169,0,1,0,1,0,1,1,0,0,0,0,0,1,D,B,A,B,C,E,A,B,B,A,A,C,A,C,A,B,A,B,C,A,A,,0.5,1.0,0.5,1.0,0.6666666666666666,1.0,3.6666666666666665,0
2025/3/12 19:26:27,74秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,C. 听说过但不了解,A. 快手等短视频平台,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,D. 不太喜欢,B. 否,,,,,,,,,,,,,B. 消极影响更多,C. 不够,A. 非常支持,A. 是,(空),(空),74,1,0,0,0,0,1,0,0,0,0,0,0,0,D,B,A,C,B,D,B,,,,,,,,,,,B,C,A,A,,,,,,,,0.0,0
2025/3/12 19:27:06,153秒,微信,,C. 16-18岁  ,A. 男,A. 少于1小时,B. 了解一些,D. 其他（请注明）〖不太了解〗,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,B. 否,,,,,,,,,,,,,C. 既有积极也有消极影响,C. 不够,A. 非常支持,A. 是,影响观念，影响注意力的集中能力,大家能自觉不接受，慢慢这种文化可能就会消失了,153,0,0,0,1,0,1,1,0,0,0,0,0,0,C,A,A,B,C,E,B,,,,,,,,,,,C,C,A,A,,,,,,,,0.0,0
2025/3/12 19:27:25,354秒,微信,,D. 18岁以上  ,A. 男,A. 少于1小时,D. 完全不了解,B. 朋友或同学,C. 从未观看,D.其他,C. 中立,A. 是,15-18岁,A. 少于1小时,D. 从不,E.其他,B. 偶尔模仿,C. 不确定,C. 不确定,C. 不确定,C. 不确定,C. 不确定,B. 偶尔模仿,B. 否,C. 既有积极也有消极影响,B. 比较足够,B. 比较支持,C. 不确定,(空),(空),354,0,1,0,0,0,0,0,1,0,0,0,0,1,D,A,A,D,C,C,A,A,D,B,C,C,C,C,C,B,B,C,B,B,C,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,3.1666666666666665,0
2025/3/12 19:37:07,586秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学┋C. 新闻报道,A. 经常观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,15-18岁,B. 1-2小时,B. 偶尔,A. 搞笑类,B. 偶尔模仿,A. 是（如易怒、焦虑、抑郁）,A. 是,A. 是,A. 是,A. 是,B. 偶尔模仿,A. 是,B. 消极影响更多,D. 完全不够,A. 非常支持,A. 是,人生观，价值观，世界观,多发一些积极的，正能量的,586,1,1,1,0,0,1,1,0,1,0,0,0,0,D,B,A,B,A,E,A,B,B,B,A,A,A,A,A,B,A,B,D,A,A,,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,4.666666666666667,0
2025/3/12 19:37:58,61秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,C. 听说过但不了解,A. 快手等短视频平台,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,C. 不够,A. 非常支持,C. 不确定,(空),(空),61,1,0,0,0,0,1,1,0,0,0,0,0,0,D,B,B,C,B,E,B,,,,,,,,,,,B,C,A,C,,,,,,,,0.0,0
2025/3/12 19:38:19,121秒,微信,,D. 18岁以上  ,B. 女,C. 2-4小时,C. 听说过但不了解,A. 快手等短视频平台┋B. 朋友或同学┋C. 新闻报道,B. 偶尔观看,A. 慢节奏生活（如手工、园艺等）┋B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,B. 比较喜欢,A. 是,15-18岁,B. 1-2小时,B. 偶尔,A. 搞笑类,B. 偶尔模仿,C. 不确定,B. 否,B. 否,B. 否,C. 不确定,C. 很少模仿,B. 否,C. 既有积极也有消极影响,B. 比较足够,B. 比较支持,C. 不确定,没有,没有,121,1,1,1,0,1,1,0,0,1,0,0,0,0,D,B,C,C,B,B,A,B,B,B,C,B,B,B,C,C,B,C,B,B,C,0.5,0.0,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,1.3333333333333333,0
2025/3/12 19:38:38,94秒,微信,,C. 16-18岁  ,B. 女,A. 少于1小时,B. 了解一些,A. 快手等短视频平台,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,15-18岁,C. 2-3小时,B. 偶尔,B. 低俗类,C. 很少模仿,C. 不确定,C. 不确定,C. 不确定,A. 是,C. 不确定,B. 偶尔模仿,B. 否,B. 消极影响更多,D. 完全不够,A. 非常支持,C. 不确定,无,无,94,1,0,0,0,0,1,1,0,0,1,0,0,0,C,B,A,B,B,E,A,C,B,C,C,C,C,A,C,B,B,B,D,A,C,0.5,0.5,0.5,1.0,0.5,0.6666666666666666,0.3333333333333333,3.6666666666666665,1
2025/3/12 19:45:06,84秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,B. 了解一些,B. 朋友或同学,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,10-13岁,B. 1-2小时,B. 偶尔,A. 搞笑类,B. 偶尔模仿,C. 不确定,B. 否,A. 是,A. 是,A. 是,B. 偶尔模仿,A. 是,B. 消极影响更多,D. 完全不够,A. 非常支持,A. 是,(空),(空),84,0,1,0,0,0,1,1,0,1,0,0,0,0,D,B,A,B,C,E,A,B,B,B,C,B,A,A,A,B,A,B,D,A,A,0.5,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,4.166666666666667,0
2025/3/12 19:46:49,150秒,微信,,D. 18岁以上  ,B. 女,C. 2-4小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,A. 慢节奏生活（如手工、园艺等）,C. 中立,A. 是,10岁以下,C. 2-3小时,B. 偶尔,B. 低俗类,A. 经常模仿,A. 是（如易怒、焦虑、抑郁）,C. 不确定,C. 不确定,A. 是,C. 不确定,B. 偶尔模仿,A. 是,C. 既有积极也有消极影响,B. 比较足够,B. 比较支持,C. 不确定,是扭曲价值观，影响身心健康和学业发展,加强监管，清理低俗内容；倡导正能量，鼓励创作积极健康、有教育意义的作品,150,1,1,0,0,1,0,0,0,0,1,0,0,0,D,B,C,B,B,C,A,C,B,A,A,C,C,A,C,B,A,C,B,B,C,,0.5,0.5,1.0,0.5,0.6666666666666666,1.0,3.1666666666666665,0
2025/3/12 19:47:04,237秒,微信,,C. 16-18岁  ,B. 女,C. 2-4小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,A. 慢节奏生活（如手工、园艺等）┋B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,D. 不太喜欢,A. 是,13-15岁,C. 2-3小时,B. 偶尔,B. 低俗类,B. 偶尔模仿,A. 是（如易怒、焦虑、抑郁）,A. 是,A. 是,A. 是,C. 不确定,B. 偶尔模仿,B. 否,B. 消极影响更多,C. 不够,A. 非常支持,A. 是,破坏价值观,平台屏蔽,237,1,1,0,0,1,1,1,0,0,1,0,0,0,C,B,C,B,B,D,A,C,B,B,A,A,A,A,C,B,B,B,C,A,A,,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,4.166666666666667,0
2025/3/12 19:53:00,174秒,微信,,D. 18岁以上  ,A. 男,C. 2-4小时,D. 完全不了解,B. 朋友或同学,C. 从未观看,D.其他,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,B. 比较足够,A. 非常支持,C. 不确定,(空),(空),174,0,1,0,0,0,0,0,1,0,0,0,0,0,D,A,C,D,C,E,B,,,,,,,,,,,B,B,A,C,,,,,,,,0.0,0
2025/3/12 19:57:15,225秒,微信,,D. 18岁以上  ,A. 男,C. 2-4小时,D. 完全不了解,B. 朋友或同学,B. 偶尔观看,D.其他,E. 非常反感,A. 是,15-18岁,B. 1-2小时,B. 偶尔,E.其他,B. 偶尔模仿,C. 不确定,B. 否,B. 否,C. 不确定,B. 否,D. 从不模仿,B. 否,B. 消极影响更多,C. 不够,A. 非常支持,C. 不确定,(空),(空),225,0,1,0,0,0,0,0,1,0,0,0,0,1,D,A,C,D,B,E,A,B,B,B,C,B,B,C,B,D,B,B,C,A,C,0.5,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,1.0,0
2025/3/12 20:00:29,93秒,微信,,D. 18岁以上  ,A. 男,D. 4小时以上,C. 听说过但不了解,D. 其他（请注明）,C. 从未观看,D.其他,D. 不太喜欢,A. 是,13-15岁,C. 2-3小时,C. 很少,A. 搞笑类,C. 很少模仿,B. 否,C. 不确定,C. 不确定,B. 否,B. 否,C. 很少模仿,B. 否,C. 既有积极也有消极影响,C. 不够,B. 比较支持,A. 是,(空),(空),93,0,0,0,1,0,0,0,1,1,0,0,0,0,D,A,D,C,C,D,A,C,C,C,B,C,C,B,B,C,B,C,C,B,A,0.0,0.5,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0
2025/3/12 20:00:30,122秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,C. 听说过但不了解,A. 快手等短视频平台┋B. 朋友或同学,C. 从未观看,A. 慢节奏生活（如手工、园艺等）,D. 不太喜欢,A. 是,13-15岁,A. 少于1小时,B. 偶尔,A. 搞笑类,C. 很少模仿,B. 否,B. 否,B. 否,B. 否,C. 不确定,C. 很少模仿,A. 是,C. 既有积极也有消极影响,C. 不够,A. 非常支持,C. 不确定,(空),(空),122,1,1,0,0,1,0,0,0,1,0,0,0,0,D,B,B,C,C,D,A,A,B,C,B,B,B,B,C,C,A,C,C,A,C,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.8333333333333333,0
2025/3/12 20:00:55,151秒,微信,,D. 18岁以上  ,A. 男,A. 少于1小时,C. 听说过但不了解,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,A. 慢节奏生活（如手工、园艺等）,D. 不太喜欢,A. 是,13-15岁,B. 1-2小时,C. 很少,A. 搞笑类,B. 偶尔模仿,B. 否,B. 否,A. 是,A. 是,C. 不确定,B. 偶尔模仿,A. 是,C. 既有积极也有消极影响,D. 完全不够,B. 比较支持,A. 是,完美的自我主义倾向和更在乎他人的看法,根源上,151,1,1,0,0,1,0,0,0,1,0,0,0,0,D,A,A,C,B,D,A,B,C,B,B,B,A,A,C,B,A,C,D,B,A,0.0,0.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,3.1666666666666665,0
2025/3/12 20:02:33,110秒,微信,,D. 18岁以上  ,B. 女,C. 2-4小时,D. 完全不了解,B. 朋友或同学,C. 从未观看,A. 慢节奏生活（如手工、园艺等）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,D. 完全不够,A. 非常支持,A. 是,(空),(空),110,0,1,0,0,1,0,0,0,0,0,0,0,0,D,B,C,D,C,E,B,,,,,,,,,,,B,D,A,A,,,,,,,,0.0,0
2025/3/12 20:07:03,105秒,微信,,D. 18岁以上  ,B. 女,D. 4小时以上,B. 了解一些,A. 快手等短视频平台,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,15-18岁,C. 2-3小时,B. 偶尔,A. 搞笑类,C. 很少模仿,B. 否,A. 是,A. 是,A. 是,B. 否,C. 很少模仿,A. 是,B. 消极影响更多,D. 完全不够,A. 非常支持,A. 是,(空),(空),105,1,0,0,0,0,1,1,0,1,0,0,0,0,D,B,D,B,B,E,A,C,B,C,B,A,A,A,B,C,A,B,D,A,A,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0
2025/3/12 20:09:47,92秒,微信,,D. 18岁以上  ,B. 女,D. 4小时以上,D. 完全不了解,A. 快手等短视频平台,C. 从未观看,A. 慢节奏生活（如手工、园艺等）┋B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,D. 不太喜欢,B. 否,,,,,,,,,,,,,C. 既有积极也有消极影响,C. 不够,A. 非常支持,C. 不确定,(空),(空),92,1,0,0,0,1,1,1,0,0,0,0,0,0,D,B,D,D,C,D,B,,,,,,,,,,,C,C,A,C,,,,,,,,0.0,0
2025/3/12 20:29:42,176秒,微信,,A. 12岁以下  ,B. 女,A. 少于1小时,C. 听说过但不了解,D. 其他（请注明）,C. 从未观看,D.其他,C. 中立,A. 是,10-13岁,D. 3小时以上,D. 从不,A. 搞笑类,A. 经常模仿,C. 不确定,C. 不确定,B. 否,B. 否,C. 不确定,C. 很少模仿,C. 不确定,B. 否,C. 不够,D. 无所谓,C. 不确定,(空),(空),176,0,0,0,1,0,0,0,1,1,0,0,0,0,A,B,A,C,C,C,A,D,D,A,C,C,B,B,C,C,C,B,C,D,C,0.5,0.5,0.0,0.0,0.5,0.3333333333333333,1.0,1.8333333333333333,0
2025/3/12 20:31:37,345秒,微信,,A. 12岁以下  ,B. 女,A. 少于1小时,D. 完全不了解,D. 其他（请注明）〖b不知道〗,C. 从未观看,D.其他〖不知道〗,C. 中立,A. 是,15-18岁,B. 1-2小时,B. 偶尔,C. 正能量类,C. 很少模仿,B. 否,B. 否,B. 否,C. 不确定,B. 否,C. 很少模仿,B. 否,C. 既有积极也有消极影响,C. 不够,B. 比较支持,C. 不确定,(空),(空),345,0,0,0,1,0,0,0,1,0,0,1,0,0,A,B,A,D,C,C,A,B,B,C,B,B,B,C,B,C,B,C,C,B,C,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333333,0
2025/3/12 20:33:05,384秒,微信,,D. 18岁以上  ,A. 男,C. 2-4小时,A. 非常了解,C. 新闻报道,C. 从未观看,A. 慢节奏生活（如手工、园艺等）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,C. 不够,A. 非常支持,C. 不确定,慢步文化视频及内容会危害青少年的健康成长,希望能更加严格禁止低俗及极端内容,384,0,0,1,0,1,0,0,0,0,0,0,0,0,D,A,C,A,C,E,B,,,,,,,,,,,B,C,A,C,,,,,,,,0.0,0
2025/3/12 20:34:41,300秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,D. 完全不了解,D. 其他（请注明）〖第一次听这个词 可能我有点2g〗,C. 从未观看,D.其他〖我看的视频比较多是剧宣、线条小狗〗,C. 中立,B. 否,,,,,,,,,,,,,C. 既有积极也有消极影响,C. 不够,A. 非常支持,C. 不确定,思维固着，在大数据推送下困于信息茧房,大数据不要总是根据爱好、停留时间等推送类似内容，需要不同领域信息的推送,300,0,0,0,1,0,0,0,1,0,0,0,0,0,D,B,A,D,C,C,B,,,,,,,,,,,C,C,A,C,,,,,,,,0.0,0
2025/3/12 20:45:34,426秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,C. 听说过但不了解,C. 新闻报道,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,D. 不太喜欢,A. 是,13-15岁,A. 少于1小时,C. 很少,C. 正能量类,C. 很少模仿,B. 否,B. 否,B. 否,B. 否,B. 否,D. 从不模仿,A. 是,B. 消极影响更多,C. 不够,B. 比较支持,B. 否,拖拉,正能量内容,426,0,0,1,0,0,1,1,0,0,0,1,0,0,D,B,A,C,B,D,A,A,C,C,B,B,B,B,B,D,A,B,C,B,B,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0
